x_value	y_value	centroid	
18.987	0.499534682	0	
24.329	22.04647128	2	
17.379	0.0	0	
17.853	0.247192524	0	
10.406	4.097557152	0	
12.952	0.959587531	0	
17.828	0.0	0	
20.307	0.0	0	
18.321	0.118446336	0	
20.146	1.225662559	0	
20.989	5.52235248	0	
22.379	0.0	0	
23.142	0.065231381	0	
20.911	0.0	0	
23.384	0.0	0	
15.559	0.013732906	0	
17.489	0.0	0	
22.079	0.0	0	
17.659	2.583503546	0	
16.286	0.738144418	0	
19.111	0.350189424	0	
24.468	0.0	0	
22.727	0.0	0	
24.54	0.0	0	
25.238	0.0	1	
26.667	0.667762754	1	
23.726	7.575415949	0	
30.704	0.0	1	
31.996	0.0	1	
29.545	0.0	1	
30.49	0.0	1	
30.365	0.075531002	1	
27.765	4.11643692	1	
23.941	0.0	0	
25.515	0.0	1	
23.069	0.0	0	
26.482	0.05493163	1	
29.899	0.0	1	
30.473	0.0	1	
30.22	0.0	1	
32.623	0.0	1	
33.21	0.0	1	
32.165	0.072097812	1	
30.097	0.27122508	1	
31.013	0.0	1	
32.013	0.0	1	
30.512	0.0	1	
33.466	0.9475722	1	
34.131	1.009369332	1	
32.984	0.06179796	1	
31.281	0.003433226	1	
22.392	6.7565934	0	
28.562	0.0	1	
26.779	0.0	1	
30.959	0.0	1	
32.386	0.0	1	
32.939	0.0	1	
36.059	0.0	1	
35.836	0.0	1	
27.915	6.744573713	1	
30.748	0.0	1	
21.582	6.68792916	0	
19.755	10.62412056	0	
23.1	6.94370304	0	
27.62	0.545883624	1	
29.84	0.080680817	1	
31.833	0.0	1	
29.981	17.80987635	2	
24.144	1.541520338	0	
27.974	0.0	1	
29.978	0.0	1	
33.388	0.010299672	1	
28.169	0.928688184	1	
27.881	0.0	1	
32.702	0.017166132	1	
35.635	0.149345388	1	
36.308	7.106778	1	
25.822	0.9887688	1	
26.478	0.0	1	
30.274	0.0	1	
33.016	0.0	1	
34.245	1.72348056	1	
35.193	0.0	1	
24.849	8.862017616	0	
36.743	0.0	1	
37.589	0.0	1	
37.9	0.0	1	
37.615	0.0	1	
32.383	2.06680392	1	
28.65	8.337594564	1	
34.879	2.080533888	1	
31.847	3.457257084	1	
29.128	1.362991896	1	
27.481	6.3823707	1	
29.137	13.89427675	1	
32.351	2.7740457	1	
30.757	7.110211284	1	
37.321	0.017166139	1	
36.708	0.0	1	
35.348	3.59115732	1	
34.337	4.696656732	1	
29.588	16.88976144	2	
33.855	0.745010532	1	
35.044	0.01373292	1	
33.919	3.73878743	1	
27.597	12.39395379	1	
29.67	3.08647044	1	
36.608	0.0	1	
37.068	0.0	1	
36.923	0.0	1	
37.333	0.0	1	
37.311	0.0	1	
37.776	0.0	1	
35.223	1.249695086	1	
30.778	13.162992	1	
35.04	4.073526259	1	
36.256	0.0	1	
35.379	0.0	1	
35.263	0.351905738	1	
34.585	0.298690704	1	
35.872	1.658248272	1	
28.689	16.8708888	2	
32.263	3.776547974	1	
32.994	1.555251926	1	
26.391	42.32826626	2	
31.468	2.152633464	1	
33.204	3.83834898	1	
34.842	0.360488952	1	
38.638	0.0	1	
37.045	1.32179256	1	
37.846	0.0892638	1	
34.913	2.157783494	1	
31.706	8.09211708	1	
36.507	0.0	1	
37.392	0.0	1	
37.528	0.0	1	
37.571	0.0	1	
37.637	0.0	1	
38.07	0.0	1	
38.06	0.0	1	
38.837	0.0	1	
39.331	0.0	1	
39.823	0.0	1	
41.282	0.102996828	1	
37.783	2.59551558	1	
32.714	7.20634644	1	
30.352	13.78784124	1	
35.626	0.693512136	1	
37.28	0.0	1	
37.843	0.0	1	
35.034	1.54838664	1	
37.255	0.3742218	1	
36.798	3.639222	1	
36.828	0.0	1	
37.989	0.32272308	1	
36.165	1.16386488	1	
35.26	0.478935108	1	
34.445	4.63314636	1	
34.088	0.17166132	1	
38.22	0.0	1	
34.948	0.0	1	
35.094	0.0	1	
34.413	1.10893248	1	
35.604	2.650452516	1	
37.705	0.3948228	1	
39.614	0.0	1	
38.447	0.0	1	
38.023	0.04119876	1	
32.633	9.128947644	1	
32.972	2.73628458	1	
34.581	0.0	1	
34.852	0.0	1	
33.066	0.0	1	
33.045	0.1579284	1	
32.177	6.94027188	1	
35.784	0.20942676	1	
37.061	0.0	1	
36.97	0.264358656	1	
32.045	8.00285292	1	
31.766	5.551525584	1	
30.661	13.84277473	1	
28.973	27.02637778	2	
29.967	37.73804148	2	
31.495	14.91394464	1	
29.914	7.772831748	1	
31.366	2.688220044	1	
34.355	3.49159284	1	
33.905	0.0	1	
36.554	0.0	1	
27.899	0.284958014	1	
30.667	0.0	1	
32.893	0.0	1	
35.661	0.0	1	
37.279	0.0	1	
35.118	1.49001876	1	
28.447	16.25976976	2	
30.898	8.806225428	1	
29.806	3.388595112	1	
24.271	0.0	0	
22.92	0.0	0	
25.769	0.0	1	
27.633	0.0	1	
31.236	0.0	1	
33.177	0.0	1	
33.968	0.0	1	
34.073	0.0	1	
33.395	0.0	1	
33.673	0.0	1	
34.268	0.0	1	
33.242	0.0	1	
34.357	0.0	1	
33.532	0.0	1	
35.61	0.0	1	
30.954	0.017166146	1	
31.134	0.0	1	
31.362	0.755309952	1	
33.976	0.027465826	1	
25.357	54.14202684	2	
21.775	31.1616954	2	
18.627	3.438378497	0	
18.381	5.936047718	0	
28.791	0.42057054	1	
26.91	0.200844122	1	
30.639	1.08833364	1	
28.496	4.085540316	1	
26.016	33.23708172	2	
23.524	15.1130736	2	
29.563	6.698228292	1	
27.963	4.373935092	1	
22.665	10.4713416	0	
20.629	0.0	0	
22.697	0.0	0	
23.939	2.47363938	0	
27.05	6.9866172	1	
14.375	3.0590082	0	
13.971	0.0	0	
20.208	12.35275457	0	
14.23	1.99813842	0	
20.18	0.0	0	
22.786	0.0	0	
23.932	0.0	0	
24.783	0.0	0	
23.881	3.306197153	0	
19.723	8.35991244	0	
23.364	0.0	0	
24.944	0.0	0	
25.87	0.0	1	
26.856	0.0	1	
23.196	0.0	0	
21.959	0.0	0	
24.22	32.23114524	2	
14.791	3.3817284	0	
14.146	0.659179346	0	
19.609	0.0	0	
18.905	0.0	0	
20.332	0.0	0	
22.6	0.0	0	
23.768	0.453186158	0	
24.237	0.092697192	0	
25.767	0.0	1	
26.474	1.07631666	1	
21.294	0.264358706	0	
11.97	0.0	0	
14.914	0.0	0	
20.699	0.0	0	
24.223	0.611114537	0	
22.055	0.054931651	0	
26.805	0.75874307	1	
25.468	1.558685232	1	
21.646	0.57334896	0	
16.253	1.163864016	0	
16.104	6.852719664	0	
21.349	4.621124966	0	
15.475	0.0	0	
17.326	0.0	0	
21.88	0.0	0	
14.56	0.0	0	
14.219	0.0	0	
14.115	0.508117284	0	
20.737	0.508117579	0	
20.789	0.662612882	0	
16.904	0.192260844	0	
16.455	0.456619133	0	
13.53	3.9653766	0	
9.116	2.416993812	0	
8.744	15.41519287	0	
8.617	2.08396998	0	
12.319	0.044631979	0	
16.698	0.745010762	0	
15.272	2.087402998	0	
5.491	0.0	0	
6.494	0.0	0	
4.494	2.379226824	0	
19.114	9.17015328	0	
20.507	1.582718508	0	
10.184	0.0	0	
3.939	6.348031466	0	
9.665	0.171661298	0	
16.295	0.319290221	0	
17.424	0.013732898	0	
17.723	0.999068616	0	
12.79	0.0	0	
12.393	6.11800938	0	
13.675	5.100061716	0	
11.972	0.537300252	0	
19.683	5.69057418	0	
20.362	5.857086312	0	
15.736	0.0	0	
17.255	0.0	0	
23.528	0.16136172	0	
18.973	10.72197212	0	
7.544	0.00686646	0	
14.066	0.0	0	
4.46	0.0	0	
0.029	0.0	0	
1.223	11.0086429	0	
-1.084	12.10212536	0	
6.433	0.233459446	0	
15.749	0.0	0	
6.387	0.992202883	0	
6.449	0.010299679	0	
16.26	2.8118133	0	
19.195	1.414489896	0	
21.316	0.827407908	0	
19.149	2.640151346	0	
22.944	1.675414562	0	
17.923	0.391387932	0	
14.446	0.0	0	
15.681	0.31928994	0	
12.781	0.0	0	
15.549	0.17852796	0	
15.755	2.190399732	0	
22.735	1.23252912	0	
19.638	8.572771296	0	
9.422	0.835991532	0	
11.497	0.00686646	0	
11.194	3.037547462	0	
7.759	0.514983665	0	
7.962	0.154495238	0	
5.592	3.908726676	0	
2.261	2.035903752	0	
4.463	0.010299686	0	
12.533	12.0094344	0	
9.223	1.754380692	0	
8.946	0.077247626	0	
12.468	0.003433226	0	
10.697	1.036835726	0	
9.991	0.347614819	0	
12.613	0.218009966	0	
20.095	11.02066074	0	
21.407	2.030754233	0	
24.834	0.0	0	
15.614	0.7656102	0	
19.32	0.15792845	0	
19.135	0.0	0	
23.9	0.12016296	0	
27.101	0.0	1	
24.792	0.0	0	
25.668	0.477218858	1	
17.476	9.31949964	0	
2.991	13.49430264	0	
